uvrstitev,id,naslov,avtor,povp_ocena,st_ocen,ocena,st_glasov,zbirka,zap_st_knjige_v_zbirki
957,880,Pompeii,Robert   Harris,3.83,39660,482,6,,
958,11073085,Train Dreams,Denis Johnson,3.85,19615,479,5,,
959,18461055,Grit: The Banter and Brutality of the Late-Night Cab,Karl Wiggins,3.57,2416,478,5,,
960,495395,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J. Jacobs,3.74,69827,477,6,,
960,9724798,The Violets of March,Sarah Jio,3.82,23850,477,5,,
960,42661,The Fall of Berlin 1945,Antony Beevor,4.26,14904,477,5,,
963,3280003,The Dark Side: The Inside Story of How the War on Terror Turned Into a War on American Ideals,Jane Mayer,4.19,4105,476,6,,
964,7719245,Paranormalcy,Kiersten White,3.87,102316,475,6,Paranormalcy,1
964,7507825,At Home: A Short History of Private Life,Bill Bryson,3.96,88404,475,7,,
966,2702704,Faefever,Karen Marie Moning,4.29,98012,474,7,Fever,3
966,23007,The Time of Our Singing,Richard Powers,4.26,3082,474,5,,
968,2922755,The Witch's Trinity,Erika Mailman,3.58,1846,473,5,,
968,199215,A Free Life,Ha Jin,3.70,2849,473,6,,
968,10757833,Beautiful Chaos,Kami Garcia,3.91,102052,473,9,Caster Chronicles,3
971,478657,Undead and Unreturnable,MaryJanice Davidson,3.88,21751,472,6,Undead,4
972,10194514,Pushing the Limits,Katie McGarry,4.04,124549,471,6,Pushing the Limits,1
973,14744360,The Fish the Fighters and the Song-Girl,Janet E. Morris,4.57,148,470,5,,
974,7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,4.27,91503,469,5,,
974,17465453,The Signature of All Things,Elizabeth Gilbert,3.84,105873,469,5,,
976,820480,Revelation,C.J. Sansom,4.36,21110,466,6,Matthew Shardlake,4
976,3325259,Confessions of a Contractor,Richard  Murphy,3.03,261,466,5,,
976,1326258,Chosen,P.C. Cast,3.91,234733,466,9,House of Night,3
976,10576365,The Darkest Minds,Alexandra Bracken,4.15,171425,466,6,The Darkest Minds,1
980,14975,Labyrinth,Kate Mosse,3.61,54220,465,6,Languedoc,1
981,5267365,Don't Judge a Girl by Her Cover,Ally Carter,4.21,67125,464,7,Gallagher Girls,3
982,8428064,Demonglass,Rachel Hawkins,4.07,96159,463,9,Hex Hall,2
983,13372690,Slammed,Colleen Hoover,4.23,230686,462,6,Slammed,1
983,3522419,Nemesis,Jo Nesbø,3.98,72989,462,7,Harry Hole,4
985,6950688,Only the Good Spy Young,Ally Carter,4.29,62587,461,7,Gallagher Girls,4
985,9498875,The Lonely Polygamist,Brady Udall,3.52,14949,461,7,,
985,6050822,Puhdistus,Sofi Oksanen,3.90,14798,461,6,,
988,4957350,Tinkers,Paul Harding,3.39,31198,460,6,,
989,9395215,Everlasting,Alyson Noel,3.91,45389,459,6,The Immortals,6
989,6692041,Mornings in Jenin,Susan Abulhawa,4.41,24232,459,6,,
989,34128219,La Belle Sauvage,Philip Pullman,4.13,91256,459,5,The Book of Dust,1
992,139254,Empress Orchid,Anchee Min,3.88,22759,457,6,Empress Orchid,1
993,15704307,"Saga, Vol. 1",Brian K. Vaughan,4.17,286271,454,6,,
993,17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,4.13,57951,454,6,,
995,1857440,John Dies at the End,David  Wong,3.88,65245,453,5,John Dies at the End,1
996,17237214,Two Boys Kissing,David Levithan,4.09,43671,451,5,,
996,40180098,The Overstory,Richard Powers,4.11,107291,451,5,,
998,12893742,The Serpent's Shadow,Rick Riordan,4.27,139185,450,6,The Kane Chronicles,3
999,6337163,Summertime,J.M. Coetzee,3.77,5811,448,6,,
999,19547856,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.23,353042,448,5,Simonverse,1
999,34051011,Pachinko,Min Jin Lee,4.28,280819,448,5,,
1002,446038,Down River,John Hart,3.95,13607,447,5,,
1002,10915826,The Torah Codes,Ezra Barany,3.43,181,447,5,,
1002,11381643,Playing for Keeps,R.L. Mathewson,4.03,110644,447,6,Neighbor from Hell,1
1002,17333324,Ancillary Justice,Ann Leckie,3.97,93300,447,6,Imperial Radch,1
1006,10140661,Gabriel's Inferno,Sylvain Reynard,4.00,151526,446,6,Gabriel's Inferno,1
1006,14236,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,3.70,4732,446,5,,
1008,239399,The Ghost Brigades,John Scalzi,4.10,75149,445,5,Old Man's War,2
1009,14963,A Wedding in December,Anita Shreve,3.11,19563,443,5,,
1010,8573020,The Weird Sisters,Eleanor Brown,3.36,44426,442,6,,
1011,2768169,The Underneath,Kathi Appelt,3.96,10332,441,5,,
1011,31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.26,901430,441,6,,
1013,816720,The Witch of Portobello,Paulo Coelho,3.54,74880,439,6,,
1013,6905534,Raised by Wolves,Jennifer Lynn Barnes,3.91,30587,439,6,Raised by Wolves,1
1015,19548967,Cracked Hearts,Linda Masemore Pirrung,4.24,123,438,5,,
1016,9569,Villa Incognito,Tom Robbins,3.68,17908,437,5,,
1017,16240761,The Son,Philipp Meyer,4.01,32112,436,6,,
1017,20893314,A Brief History of Seven Killings,Marlon James,3.89,30248,436,5,,
1019,10626594,The Scorpio Races,Maggie Stiefvater,4.06,109781,435,7,,
1020,9166559,These Things Hidden,Heather Gudenkauf,3.87,34961,434,5,,
1020,29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,4.45,506049,434,5,,
1022,32703,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,3.68,9510,430,6,,
1023,6493321,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,4.04,17295,427,5,,
1024,295649,Bloody Jack,L.A. Meyer,4.09,26229,426,6,Bloody Jack,1
1025,13125947,Reached,Ally Condie,3.56,156308,423,8,Matched,3
1026,13262783,Every Day,David Levithan,3.92,213826,420,5,Every Day,1
1026,11594257,Under the Never Sky,Veronica Rossi,3.98,117450,420,5,Under the Never Sky,1
1026,20821092,Napoleon: A Life,Andrew Roberts,4.06,19390,420,5,,
1026,20518872,The Three-Body Problem,Liu Cixin,4.06,194161,420,5,Remembrance of Earth’s Past,1
1030,45000,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto,4.15,8626,418,5,,
1030,2138727,Mudbound,Hillary Jordan,4.04,65638,418,7,,
1032,37426,Little Children,Tom Perrotta,3.63,30402,416,6,,
1032,10286585,Evolution of Insanity,Haresh Daswani,4.27,75,416,5,,
1034,5167,Cane River,Lalita Tademy,4.07,47079,414,6,,
1034,15818362,Into the Darkest Corner,Elizabeth Haynes,4.07,74486,414,5,,
1036,312043,The Fire Within,Chris d&#39;Lacey,3.79,29159,412,5,The Last Dragon Chronicles,1
1036,5454,The Second Summer of the Sisterhood,Ann Brashares,3.79,95601,412,7,Sisterhood,2
1036,6746018,The Distant Hours,Kate Morton,3.88,74108,412,5,,
1036,11710373,Written in My Own Heart's Blood,Diana Gabaldon,4.53,104877,412,6,Outlander,8
1040,98920,The Bastard of Istanbul,Elif Shafak,3.85,41989,409,5,,
1041,1782543,A People's History of American Empire,Paul M. Buhle,4.14,2766,408,5,,
1041,16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.33,253272,408,5,,
1043,3751995,Grave Goods,Ariana Franklin,4.11,10957,407,6,Mistress of the Art of Death,3
1043,287861,Mortal Engines,Philip Reeve,3.78,56919,407,5,The Hungry City Chronicles,1
1045,125926,Dime Store Magic,Kelley Armstrong,4.05,36507,405,7,Women of the Otherworld,3
1045,17683,Dead Beat,Jim Butcher,4.38,119447,405,6,The Dresden Files,7
1045,17802724,The Husband's Secret,Liane Moriarty,3.95,581327,405,5,,
1048,10503,The Mysterious Flame of Queen Loana,Umberto Eco,3.37,11245,403,6,,
1048,11594337,The One and Only Ivan,Katherine Applegate,4.25,159653,403,6,,
1048,3181564,The Housekeeper and the Professor,Yōko Ogawa,4.01,41946,403,6,,
1051,6423085,Catapult Soul,Brian Celio,3.95,43,400,4,,
1051,2211221,Nothing to Lose,Lee Child,3.92,59580,400,6,Jack Reacher,12
1051,22207,Lullabies for Little Criminals,Heather O&#39;Neill,4.00,21848,400,5,,
1051,15733160,Meditation on Space-Time,Leonard Seet,3.97,29,400,4,,
1051,25359851,Once in a Blue Year,Michael D. Durkota,4.21,147,400,4,,
1051,34091026,"Choosing Light: When an Earthquake Buried Me and My Family for 5 Days, I Learned to Fully Live",Viral Dalal,3.58,2434,400,4,,
1051,49005456,We Of The Forsaken World...,Kiran Bhat,4.33,1120,400,4,,
1051,52432893,Boot: A Sorta Novel of Vietnam,Charles L. Templeton,4.63,159,400,4,,
1059,13707734,The Swerve: How the World Became Modern,Stephen Greenblatt,3.84,31114,399,5,,
1059,49240716,Blossom in Winter,Melanie Martins,4.03,3362,399,4,Blossom in Winter,1
1061,12397415,A Legacy of Madness: Recovering My Family from Generations of Mental Illness,Tom   Davis,3.54,2354,398,4,,
1061,12260599,Huey Lambert's Walking Nuclear Circus,Jonathan Culver,3.45,20,398,4,,
1061,9462812,Die for Me,Amy Plum,3.97,56125,398,5,Revenants,1
1061,2924318,Home,Marilynne Robinson,4.03,23442,398,6,,
1065,17407748,The Longest Ride,Nicholas Sparks,4.15,119917,397,4,,
1065,34619565,Conscious Creativity Mindfulness Meditations,Nataša Pantović,4.26,23,397,4,AoL Mindfulness,7
1065,50910459,Lured into Love,Melanie Martins,4.37,610,397,4,Blossom in Winter,2
1068,11733930,Revelations,Lindsay Anne Kendal,4.03,272,396,4,Bloodlines,3
1068,91474,Proven Guilty,Jim Butcher,4.37,113228,396,6,The Dresden Files,8
1068,6567017,"Will Grayson, Will Grayson",John Green,3.74,366677,396,5,,
1068,17553217,Undressed,Avery Aster,3.63,2281,396,4,The Manhattanites,2
1068,25817493,News of the World,Paulette Jiles,4.09,90284,396,5,,
1068,50695,Everyman,Philip Roth,3.61,17621,396,5,,
1074,12283261,Between the Lines,Jodi Picoult,3.58,41248,395,6,Between the Lines,1
1074,23251003,"Dom Wars: Rounds 1, 2, 3 (Dom Wars, #1-3)",Lucian Bane,3.94,749,395,4,,
1074,25131174,The Immortal Coil,J. Armand,3.47,231,395,4,The Immortal Coil,1
1074,393145,The Riddle,Alison Croggon,4.11,21004,395,6,,
1078,18214458,Unscrupulous,Avery Aster,3.71,1885,394,4,The Manhattanites,1
1079,86663,Ten Big Ones,Janet Evanovich,4.13,95977,393,5,Stephanie Plum,10
1079,11187936,Fresh,Dennis Sharpe,4.38,29,393,4,,
1079,714902,Noughts &amp; Crosses,Malorie Blackman,4.22,58370,393,5,Noughts &amp; Crosses,1
1079,29056083,Harry Potter and the Cursed Child: Parts One and Two,John Tiffany,3.56,812522,393,6,Harry Potter,8
1083,23005802,The Waking,Lucian Bane,3.98,786,392,4,Ruin,1
1083,25609206,Mindful Being,Nataša Pantović,4.76,41,392,4,AoL Mindfulness,4
1083,43575115,The Starless Sea,Erin Morgenstern,3.84,135338,392,4,,
1086,10607,Black House,Stephen King,4.02,56279,391,5,The Talisman,2
1086,11187937,(Un) Spoken,Dennis Sharpe,4.57,23,391,4,,
1088,9917938,Blood Red Road,Moira Young,3.90,64087,389,5,Dust Lands,1
1089,455941,Persuader,Lee Child,4.11,76424,387,5,Jack Reacher,7
1089,6480781,Open,Andre Agassi,4.24,96335,387,4,,
1089,17231,Darkly Dreaming Dexter,Jeff Lindsay,3.88,203456,387,6,Dexter,1
1092,7164343,The Lion,Nelson DeMille,4.24,29276,386,5,John Corey,5
1092,17906995,Requiem for Humanity,Joseph Sweet,4.39,28,386,4,Last Days,1
1094,2113260,Shades of Grey,Jasper Fforde,4.15,33623,384,5,Shades of Grey,1
1095,21222015,Calico Jack in your Garden,Karl Wiggins,4.19,187,383,4,,
1095,22842304,Kerri's War,Stephen Douglass,3.91,3526,383,4,The King Trilogy,3
1095,21015194,Shit my History Teacher DID NOT tell me!,Karl Wiggins,4.05,246,383,4,,
1098,683927,The History of the Qurʾanic Text from Revelation to Compilation: A Comparative Study with the Old and New Testaments,Muhammad Mustafa al-ʿAzami,4.30,200,382,5,,
1098,9419,Shopaholic Ties the Knot,Sophie Kinsella,3.78,106954,382,6,Shopaholic,3
1098,6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.14,52062,382,4,,
1098,13432288,The Gathering (The damnation Chronicles: Book 3),Joseph Sweet,4.60,10,382,4,,
1098,13432285,Redemption (The Damnation Chronicles: book 2),Joseph Sweet,4.40,15,382,4,,
1103,7984760,The Damned: Damnation Chronicles: Book One,Joseph Sweet,3.76,21,381,4,,
1104,6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,4.46,96476,380,4,,
1105,226113,Tallgrass,Sandra Dallas,3.87,10674,379,6,,
1105,16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,3.94,245008,379,5,,
1105,393146,The Naming,Alison Croggon,4.02,24940,379,6,The Books of Pellinor,1
1108,2253484,Shadow Country,Peter Matthiessen,4.06,4798,378,4,,
1108,15839976,Red Rising,Pierce Brown,4.23,291328,378,5,Red Rising Saga,1
1110,153193,Undead and Unemployed,MaryJanice Davidson,3.91,36125,377,5,Undead,2
1110,12496,The Sunset Limited,Cormac McCarthy,3.97,9085,377,5,,
1110,6617037,"Debt: The First 5,000 Years",David Graeber,4.19,14986,377,5,,
1113,36336078,Call Me By Your Name,André Aciman,4.16,302321,376,4,Call Me By Your Name,1
1113,2517439,The Forever War,Dexter Filkins,4.10,10448,376,4,,
1113,23000635,Dogshit Saved My Life,Karl Wiggins,4.14,157,376,4,,
1116,381421,Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,4.45,63844,375,5,,
1116,21608,The Accidental Time Machine,Joe Haldeman,3.71,8792,375,4,,
1116,13147230,The Long Earth,Terry Pratchett,3.78,55334,375,5,The Long Earth,1
1116,17909028,The Caves: Book One - The Event,Melody Laughlin,4.75,8,375,4,,
1116,78508,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,4.10,61562,375,5,,
1121,7140754,Solar,Ian McEwan,3.26,25118,374,5,,
1121,1048645,Private Peaceful,Michael Morpurgo,4.16,23485,374,4,,
1123,179264,The Madonnas of Leningrad,Debra Dean,3.78,17093,373,5,,
1123,385255,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,4.26,11617,373,4,,
1123,29776,The Dying Animal,Philip Roth,3.63,9845,373,4,,
1123,16123396,The Harbingers (The damnation Chronicles # 4),Joseph Sweet,4.31,13,373,4,,
1127,15967,The Falls,Joyce Carol Oates,3.59,10163,372,6,,
1127,4268157,Perfect Chemistry,Simone Elkeles,4.05,254164,372,7,Perfect Chemistry,1
1129,51433,The Rebels of Ireland,Edward Rutherfurd,4.10,6337,370,5,The Dublin Saga,2
1129,53460281,Cabbie with a Dangerous Mind,Karl Wiggins,4.90,10,370,4,,
1131,6340471,Cleopatra's Daughter,Michelle Moran,4.10,28010,369,5,,
1131,19549841,Seraphina,Rachel Hartman,3.92,89619,369,5,Seraphina,1
1131,984021,The Damned Utd,David Peace,4.14,7379,369,4,,
1131,17235026,The Girl with All the Gifts,M.R. Carey,3.94,204440,369,5,The Girl with All the Gifts,1
1135,2732513,The Revolution: A Manifesto,Ron Paul,4.13,7371,366,5,,
1135,32523,Hide,Lisa Gardner,4.17,37004,366,5,Detective D.D. Warren,2
1135,58077,Grave Sight,Charlaine Harris,3.85,64033,366,7,Harper Connelly,1
1135,14384,A Hunger Like No Other,Kresley Cole,4.12,77237,366,6,Immortals After Dark,1
1135,13254424,One Crazy Summer,Scott McElhaney,3.80,161,366,4,,
1135,10973610,Pack Your Bags and Get Out!,Dave Clarke,3.54,2194,366,4,,
1141,6674372,The Murderer's Daughters,Randy Susan Meyers,3.69,13927,365,4,,
1141,10335308,Is Everyone Hanging Out Without Me?,Mindy Kaling,3.85,454071,365,6,,
1143,5047880,Hunger,Michael  Grant,4.03,79429,364,5,Gone,2
1143,270807,Burned,Ellen Hopkins,4.25,59477,364,5,Burned,1
1145,7510,The Beach House,James Patterson,3.85,81826,363,6,,
1145,9462795,Starcrossed,Josephine Angelini,4.02,73646,363,5,Starcrossed,1
1145,12254379,"1Q84 #1-2 (1Q84, #1-2)",Haruki Murakami,4.09,20425,363,4,,
1145,9565548,Grave Mercy,Robin LaFevers,3.88,110449,363,5,His Fair Assassin,1
1149,2049993,Airman,Eoin Colfer,4.15,19196,362,4,,
1149,46777,Tithe,Holly Black,3.71,92173,362,6,Modern Faerie Tales,1
1149,9592213,Faith,Jennifer Haigh,3.85,13226,362,5,,
1149,13639050,Gabriel's Rapture,Sylvain Reynard,4.21,111827,362,4,Gabriel's Inferno,2
1149,10964693,The Marriage Plot,Jeffrey Eugenides,3.45,114564,362,6,,
1154,75400,Slow Man,J.M. Coetzee,3.43,8230,361,5,,
1154,251519,Good Grief,Lolly Winston,3.73,27674,361,5,,
1154,6308379,The Child Thief,Brom,4.09,15397,361,5,,
1157,17644,Moral Disorder and Other Stories,Margaret Atwood,3.64,10842,360,4,,
1157,822,The Confusion,Neal Stephenson,4.26,22853,360,4,The Baroque Cycle,2
1157,41022133,Colorless Tsukuru Tazaki and his years of pilgrimage,Haruki Murakami,3.86,146067,360,5,,
1157,261331,The Tea Rose,Jennifer Donnelly,4.18,35503,360,4,The Tea Rose,1
1161,2217682,America America,Ethan Canin,3.67,3456,359,4,,
1161,116257,The System of the World,Neal Stephenson,4.33,21074,359,4,The Baroque Cycle,3
1163,3121162,Testimony,Anita Shreve,3.57,28488,357,4,,
1163,18126198,"Four: A Divergent Story Collection (Divergent, #0.1-0.4)",Veronica Roth,4.00,184810,357,6,,
1165,2179276,The Time Paradox,Eoin Colfer,4.08,85319,355,4,Artemis Fowl,6
1165,30981718,The Starbirth Assignment: Shifter,J.M. Johnson,4.19,57,355,4,Starbirth,1
1167,248484,Book of a Thousand Days,Shannon Hale,3.94,54530,354,6,,
1167,902715,Before They Are Hanged,Joe Abercrombie,4.29,132776,354,5,The First Law,2
1167,47305,The Last Empress,Anchee Min,3.83,8648,354,5,Empress Orchid,2
1167,6085191,Chronic City,Jonathan Lethem,3.53,8555,354,4,,
1171,6992777,I Will Wait for You: Eternal Bliss,Linda Masemore Pirrung,4.44,116,353,4,,
1171,6596547,Mockingbird,Kathryn Erskine,4.20,31846,353,4,,
1171,20613761,Citizen: An American Lyric,Claudia Rankine,4.27,39382,353,5,,
1174,1845403,Exit Music,Ian Rankin,4.10,17639,352,5,Inspector Rebus,17
1174,6668467,Winter Garden,Kristin Hannah,4.20,166586,352,4,,
1174,9862761,1493: Uncovering the New World Columbus Created,Charles C. Mann,4.11,17105,352,5,,
1174,45109,Golden Fool,Robin Hobb,4.29,73863,352,4,Tawny Man,2
1174,13330603,The Sandcastle Girls,Chris Bohjalian,3.87,39307,352,4,,
1179,455930,Echo Burning,Lee Child,4.02,80975,351,5,Jack Reacher,5
1179,105576,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,3.43,86026,351,4,,
1179,14759944,Corpalism,Arun D. Ellis,3.36,295,351,4,,
1179,6627943,Early Dawn,Catherine Anderson,4.09,2430,351,4,Coulter Historicals,4
1179,17983396,Proxima,Stephen Baxter,3.81,6039,351,4,,
1184,4599,Carter Beats the Devil,Glen David Gold,4.09,13060,350,4,,
1184,24612118,Fates and Furies,Lauren Groff,3.58,120756,350,4,,
1184,34494,The Wee Free Men,Terry Pratchett,4.24,104374,350,5,"Discworld, #30; Tiffany Aching",1
1187,90413,The Queen of the South,Arturo Pérez-Reverte,3.94,12648,349,4,,
1187,13496084,Point of Retreat,Colleen Hoover,4.26,148784,349,5,Slammed,2
1187,68527,The Last Kingdom,Bernard Cornwell,4.24,84263,349,4,The Saxon Stories,1
1187,35024851,The Shifter Dimension,J.M. Johnson,4.57,105,349,4,Starbirth,2
1187,39912571,100 Common Sense Policies to make BRITAIN GREAT again,Karl Wiggins,4.59,17,349,4,,
1192,24812,The Complete Calvin and Hobbes,Bill Watterson,4.77,38118,348,5,,
1193,21745,Without Fail,Lee Child,4.15,94528,347,5,Jack Reacher,6
1193,7094569,Feed,Mira Grant,3.86,56384,347,4,Newsflesh Trilogy,1
1193,32867216,Shadow Team GB,J.M. Johnson,4.75,88,347,4,Starbirth,3
1196,22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.04,5903,345,4,,
1196,26348,"Paris, 1919: Six Months that Changed the World",Margaret MacMillan,4.06,12713,345,4,,
1196,15858,Mirror Mirror,Gregory Maguire,3.28,30152,345,4,,
1196,13127599,The Shoemaker's Wife,Adriana Trigiani,3.99,79332,345,5,,
1196,89362,Summer Breeze,Catherine Anderson,4.14,3296,345,4,Coulter Historicals,2
1196,13829,Terrier,Tamora Pierce,4.09,73477,345,6,Beka Cooper,1
1202,7703038,Nemesis,Philip Roth,3.83,13776,344,4,,
1203,47699,M Is for Magic,Neil Gaiman,3.81,16361,343,5,,
1203,7011225,Caim,José Saramago,3.95,22877,343,4,,
1205,231562,The Enemy,Lee Child,4.12,118155,342,5,Jack Reacher,8
1205,161426,How I Live Now,Meg Rosoff,3.59,45853,342,6,,
1205,29800,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O&#39;Malley,4.17,177518,342,5,,
1205,6587387,Silver Borne,Patricia Briggs,4.36,100820,342,6,Mercy Thompson,5
1205,18505844,Memory of Water,Emmi Itäranta,3.70,6844,342,4,,
1210,379087,A Long Long Way,Sebastian Barry,4.09,7099,341,4,Dunne Family,3
1210,14290364,Champion,Marie Lu,4.32,190932,341,5,Legend,3
1212,18693763,Everything I Never Told You,Celeste Ng,3.86,414138,340,4,,
1213,444347,Chasing Vermeer,Blue Balliett,3.72,30173,339,6,Chasing Vermeer,1
1213,3432478,The Forest of Hands and Teeth,Carrie Ryan,3.60,86735,339,5,The Forest of Hands and Teeth,1
1213,12924261,This Book Is Full of Spiders,David  Wong,4.22,27574,339,4,John Dies at the End,2
1213,2157243,Playing with Fire,Derek Landy,4.30,26898,339,5,Skulduggery Pleasant,2
1213,36302453,The 1963 Assassination of President Trump,G.B. Hope,4.34,44,339,4,,
1218,17020,13 Little Blue Envelopes,Maureen Johnson,3.63,83908,338,6,Little Blue Envelope,1
1218,8574333,Please Look After Mom,Shin Kyung-sook,3.85,30449,338,5,,
1218,886066,Matter,Iain M. Banks,4.08,26386,338,5,Culture,8
1221,6479550,Magic Bleeds,Ilona Andrews,4.42,77515,337,5,Kate Daniels,4
1221,25403,The Orange Girl,Jostein Gaarder,3.91,26679,337,4,,
1221,27574,A Tale of Love and Darkness,Amos Oz,4.23,9609,337,4,,
1224,3422075,Men of the Otherworld,Kelley Armstrong,4.26,15865,336,5,Otherworld Stories,1
1225,47953,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",Anne Bishop,4.39,13225,335,4,,
1225,793399,Stray,Rachel Vincent,3.78,37673,335,5,Shifters,1
1225,7940589,Malcolm X: A Life of Reinvention,Manning Marable,4.10,20330,335,4,,
1228,38746485,Becoming,Michelle Obama,4.50,762082,334,4,,
1229,3675828,Long Lost ,Harlan Coben,3.98,29858,333,4,Myron Bolitar,9
1229,24765,Specials,Scott Westerfeld,3.76,181189,333,6,Uglies,3
1229,29396,Furies of Calderon,Jim Butcher,4.10,103979,333,4,Codex Alera,1
1229,2296567,Say You're One of Them,Uwem Akpan,3.54,14935,333,6,,
1233,11827808,The Secret of the Nagas,Amish Tripathi,4.08,82138,332,4,Shiva Trilogy,2
1234,58832,Bartleby &amp; Co.,Enrique Vila-Matas,3.96,3794,331,4,,
1234,15096164,Pines,Blake Crouch,3.93,104008,331,4,Wayward Pines,1
1234,4893390,The Faceless Ones,Derek Landy,4.40,24072,331,4,Skulduggery Pleasant,3
1234,22522805,The Buried Giant,Kazuo Ishiguro,3.54,84728,331,4,,
1234,1128178,The Zookeeper's Wife,Diane Ackerman,3.48,87704,331,5,,
1239,6407014,Stitches,David Small,4.05,24574,329,4,,
1239,121927,Danse Macabre,Laurell K. Hamilton,3.82,46879,329,6,"Anita Blake, Vampire Hunter",14
1241,688191,Everlost,Neal Shusterman,3.96,31304,328,4,Skinjacker,1
1241,9397967,Abandon,Meg Cabot,3.69,40292,328,4,Abandon,1
1241,5632446,Columbine,Dave Cullen,4.26,80521,328,5,,
1244,6575580,A Murderous Procession,Ariana Franklin,4.12,7374,327,5,Mistress of the Art of Death,4
1244,23604559,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,4.05,184447,327,5,,
1246,10414941,Catherine the Great: Portrait of a Woman,Robert K. Massie,3.90,104362,326,7,,
1246,7261549,Dark Days,Derek Landy,4.43,19564,326,4,Skulduggery Pleasant,4
1246,13330761,The Dog Stars,Peter Heller,3.93,55940,326,5,,
1249,1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,4.11,113011,325,4,,
1249,6251222,Await Your Reply,Dan Chaon,3.60,16909,325,4,,
1249,6465707,The Walking Dead Compendium One,Robert Kirkman,4.44,66126,325,5,,
